"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Weight_old","Item_Visibility_upd"
"6266","NCW41",18,"LF",0.0155,"Health_and_Hygiene",158.9604,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1584.604,18,0.0155
"6267","FDO60",20,"LF",0.0575,"Baking_Goods",43.1086,"OUT010",1998,"Small","Tier_3","Grocery_Store",89.2172,20,0.0575
"6268","FDZ55",6.055,"LF",0.0255,"Fruits_and_Vegetables",159.692,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",5592.72,6.055,0.0255
"6269","FDZ59",6.63,"Regular",0.1741,"Baking_Goods",166.85,"OUT010",1998,"Small","Tier_3","Grocery_Store",499.35,6.63,0.1741
"6270","FDO24",11.1,"LF",0.1754,"Baking_Goods",158.9604,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",4436.8912,NA,0.1754
"6271","FDW14",8.3,"Regular",0.0384,"Dairy",87.1198,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",959.4178,8.3,0.0384
"6272","FDD40",20.25,"Regular",0.0148,"Dairy",193.8162,"OUT013",1987,"High","Tier_3","Supermarket_Type1",3463.4916,20.25,0.0148
"6273","FDJ38",8.6,"Regular",0.0403,"Canned",191.453,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1707.777,8.6,0.0403
"6274","NCO54",19.5,"LF",0.0144,"Household",55.4614,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",552.614,19.5,0.0144
"6275","FDJ10",5.095,"Regular",0.1298,"Snack_Foods",141.6838,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",3231.1274,5.095,0.1298
"6276","FDK27",11,"LF",0.009,"Meat",119.9756,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1938.8096,11,0.009
"6277","FDR09",18.25,"LF",0.0778,"Snack_Foods",260.5962,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",3884.943,18.25,0.0778
"6278","FDO60",20,"LF",20.25,"Baking_Goods",43.4086,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",401.4774,20,0
"6279","FDX50",20.1,"LF",0.0743,"Dairy",109.5228,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",3757.7752,NA,0.0743
"6280","FDR44",6.11,"Regular",0.1024,"Fruits_and_Vegetables",131.4968,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",1565.9616,NA,0.1024
"6281","FDD17",7.5,"LF",0.0328,"Frozen_Foods",239.6906,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",2614.5966,7.5,0.0328
"6282","FDI60",7.22,"Regular",0.0385,"Baking_Goods",62.951,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1138.518,7.22,0.0385
"6283","FDH31",12,"Regular",0.0204,"Meat",98.6042,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1091.2462,12,0.0204
"6284","FDL50",12.15,"Regular",0.0426,"Canned",123.5046,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1743.0644,12.15,0.0426
"6285","FDO21",11.6,"Regular",0.0098,"Snack_Foods",223.1404,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",5175.9292,11.6,0.0098
"6286","FDW12",8.315,"Regular",0.0356,"Baking_Goods",144.4444,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2902.888,8.315,0.0356
"6287","FDT15",12.15,"Regular",0.0427,"Meat",183.695,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",2929.52,12.15,0.0427
"6288","FDV25",5.905,"LF",0.0457,"Canned",222.1456,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",5747.1856,5.905,0.0457
"6289","DRH13",8.575,"LF",0.0239,"Soft_Drinks",105.828,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",958.752,8.575,0.0239
"6290","FDG21",17.35,"Regular",0.1465,"Seafood",147.905,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",2247.075,17.35,0.1465
"6291","NCI55",18.6,"LF",0.0127,"Household",123.1414,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",2314.9866,18.6,0.0127
"6292","NCO06",19.25,"LF",0.1075,"Household",34.8558,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",441.4254,NA,0.1075
"6293","FDR27",15.1,"Regular",0.0963,"Meat",133.4942,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1457.4362,15.1,0.0963
"6294","FDA22",7.435,"LF",20.25,"Starchy_Foods",167.5158,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",4345.0108,NA,0
"6295","FDS03",7.825,"LF",0.0796,"Meat",65.0826,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1162.4868,7.825,0.0796
"6296","FDZ12",9.17,"LF",0.1034,"Baking_Goods",143.947,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",2576.646,9.17,0.1034
"6297","FDJ20",20.7,"Regular",0.1677,"Fruits_and_Vegetables",124.2388,"OUT010",1998,"Small","Tier_3","Grocery_Store",247.6776,20.7,0.1677
"6298","FDV09",12.1,"LF",0.0206,"Snack_Foods",146.6734,"OUT013",1987,"High","Tier_3","Supermarket_Type1",2227.101,12.1,0.0206
"6299","FDW09",13.65,"Regular",0.026,"Snack_Foods",80.4302,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",316.9208,13.65,0.026
"6300","FDS36",8.38,"Regular",0.047,"Baking_Goods",111.857,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",2966.139,8.38,0.047
"6301","FDY19",19.75,"LF",0.0415,"Fruits_and_Vegetables",119.8466,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",2239.0854,19.75,0.0415
"6302","DRC49",8.67,"LF",0.0654,"Soft_Drinks",142.9128,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2013.3792,8.67,0.0654
"6303","FDN12",15.6,"LF",0.0813,"Baking_Goods",110.2544,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1789.6704,15.6,0.0813
"6304","FDJ03",12.35,"Regular",0.0727,"Dairy",48.7692,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",788.3072,12.35,0.0727
"6305","FDC46",17.7,"LF",0.1167,"Snack_Foods",182.4266,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",5163.9448,17.7,0.1167
"6306","FDM02",12.5,"Regular",0.074,"Canned",87.9198,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1133.8574,12.5,0.074
"6307","FDV20",20.2,"Regular",0.0598,"Fruits_and_Vegetables",129.1678,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1017.3424,20.2,0.0598
"6308","NCH07",13.15,"LF",0.0929,"Household",158.7604,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",3010.7476,13.15,0.0929
"6309","FDL28",10,"Regular",20.25,"Frozen_Foods",230.0668,"OUT019",1985,"Small","Tier_1","Grocery_Store",691.1004,NA,0
"6310","FDJ46",11.1,"LF",0.0446,"Snack_Foods",174.2054,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",4377.635,NA,0.0446
"6311","FDQ34",10.85,"LF",0.1621,"Snack_Foods",106.3622,"OUT013",1987,"High","Tier_3","Supermarket_Type1",2117.244,10.85,0.1621
"6312","NCD42",16.5,"LF",20.25,"Health_and_Hygiene",37.3506,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",1024.6662,NA,0
"6313","FDO34",17.7,"LF",0.0301,"Snack_Foods",166.4816,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",2013.3792,17.7,0.0301
"6314","FDX60",14.35,"LF",0.0811,"Baking_Goods",79.196,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1278.336,14.35,0.0811
"6315","FDZ28",20,"Regular",0.0518,"Frozen_Foods",125.8678,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",3433.5306,20,0.0518
"6316","FDT36",12.3,"LF",20.25,"Baking_Goods",37.2874,"OUT013",1987,"High","Tier_3","Supermarket_Type1",705.748,12.3,0
"6317","FDL24",10.3,"Regular",0.025,"Baking_Goods",174.4422,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",3448.844,10.3,0.025
"6318","FDJ58",15.6,"Regular",0.1052,"Snack_Foods",170.5764,"OUT013",1987,"High","Tier_3","Supermarket_Type1",4466.1864,15.6,0.1052
"6319","FDY12",9.8,"Regular",0.1412,"Baking_Goods",50.5008,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",253.004,9.8,0.1412
"6320","FDP58",11.1,"LF",0.1357,"Snack_Foods",220.0482,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",2628.5784,11.1,0.1357
"6321","FDC41",15.6,"LF",0.1163,"Frozen_Foods",76.867,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2526.711,NA,0.1163
"6322","FDY07",11.8,"LF",0.1215,"Fruits_and_Vegetables",46.8402,"OUT013",1987,"High","Tier_3","Supermarket_Type1",413.4618,11.8,0.1215
"6323","FDN08",7.72,"Regular",0.0889,"Fruits_and_Vegetables",119.3466,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",3064.0116,7.72,0.0889
"6324","FDJ53",10.5,"LF",0.0709,"Frozen_Foods",121.5098,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2410.196,NA,0.0709
"6325","FDX04",19.6,"Regular",0.0416,"Frozen_Foods",49.9376,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",623.1888,19.6,0.0416
"6326","FDZ19",6.425,"LF",0.0935,"Fruits_and_Vegetables",175.3712,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2988.1104,6.425,0.0935
"6327","FDB45",20.85,"LF",0.0213,"Fruits_and_Vegetables",105.5306,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",940.7754,20.85,0.0213
"6328","NCF54",18,"LF",0.0793,"Household",170.5422,"OUT010",1998,"Small","Tier_3","Grocery_Store",344.8844,18,0.0793
"6329","FDX21",7.05,"LF",0.0851,"Snack_Foods",108.6912,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1310.2944,7.05,0.0851
"6330","FDA50",16.25,"LF",0.0872,"Dairy",98.341,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1351.574,16.25,0.0872
"6331","DRH39",20.7,"LF",0.0932,"Dairy",74.667,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",2143.876,20.7,0.0932
"6332","FDA38",5.44,"LF",0.0255,"Dairy",241.2538,"OUT013",1987,"High","Tier_3","Supermarket_Type1",3124.5994,5.44,0.0255
"6333","NCP30",20.5,"LF",0.0327,"Household",40.4822,"OUT013",1987,"High","Tier_3","Supermarket_Type1",589.233,20.5,0.0327
"6334","FDW19",12.35,"Regular",0.0386,"Fruits_and_Vegetables",109.857,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1208.427,12.35,0.0386
"6335","FDF41",12.15,"LF",0.1305,"Frozen_Foods",248.046,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",7883.072,NA,0.1305
"6336","DRF23",4.61,"LF",0.1226,"Hard_Drinks",175.4396,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",2616.594,4.61,0.1226
"6337","NCP14",8.275,"LF",0.1109,"Household",106.3306,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1254.3672,8.275,0.1109
"6338","FDK44",16.6,"LF",0.1216,"Fruits_and_Vegetables",175.4738,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2954.1546,NA,0.1216
"6339","DRA59",8.27,"Regular",0.1284,"Soft_Drinks",186.5924,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",4442.2176,8.27,0.1284
"6340","FDC28",7.905,"LF",0.0551,"Frozen_Foods",109.2254,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",976.7286,7.905,0.0551
"6341","NCO53",16.2,"LF",20.25,"Health_and_Hygiene",182.1608,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",3123.9336,16.2,0
"6342","FDY55",16.75,"LF",20.25,"Fruits_and_Vegetables",258.3988,"OUT019",1985,"Small","Tier_1","Grocery_Store",256.9988,NA,0
"6343","NCS54",13.6,"LF",0.01,"Household",176.437,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",4587.362,13.6,0.01
"6344","NCM07",9.395,"LF",0.0402,"Others",85.6908,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1593.9252,9.395,0.0402
"6345","FDQ19",7.35,"Regular",0.024,"Fruits_and_Vegetables",241.0512,"OUT010",1998,"Small","Tier_3","Grocery_Store",242.3512,7.35,0.024
"6346","FDS40",15.35,"LF",0.014,"Frozen_Foods",38.319,"OUT013",1987,"High","Tier_3","Supermarket_Type1",292.952,15.35,0.014
"6347","FDC14",14.5,"Regular",0.0412,"Canned",42.0454,"OUT013",1987,"High","Tier_3","Supermarket_Type1",629.181,14.5,0.0412
"6348","FDR12",12.6,"Regular",0.0317,"Baking_Goods",173.2764,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1030.6584,12.6,0.0317
"6349","FDM60",10.8,"Regular",20.25,"Baking_Goods",39.3138,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1015.345,10.8,0
"6350","FDG26",18.85,"LF",0.0427,"Canned",257.833,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",3332.329,18.85,0.0427
"6351","NCL55",12.15,"LF",0.0648,"Others",254.004,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2277.036,12.15,0.0648
"6352","FDO21",11.6,"Regular",0.0098,"Snack_Foods",226.9404,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1800.3232,11.6,0.0098
"6353","NCG18",15.3,"LF",0.023,"Household",101.6332,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1845.5976,15.3,0.023
"6354","FDA27",20.35,"Regular",0.0309,"Dairy",256.8672,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",3579.3408,20.35,0.0309
"6355","DRG03",14.5,"LF",0.1038,"Dairy",155.1998,"OUT010",1998,"Small","Tier_3","Grocery_Store",307.5996,14.5,0.1038
"6356","FDC22",6.89,"Regular",0.1364,"Snack_Foods",193.982,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1737.738,6.89,0.1364
"6357","FDC21",14.6,"Regular",0.0719,"Fruits_and_Vegetables",106.8254,"OUT010",1998,"Small","Tier_3","Grocery_Store",108.5254,14.6,0.0719
"6358","FDN50",16.85,"Regular",0.0266,"Canned",93.712,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",745.696,16.85,0.0266
"6359","DRF27",8.93,"LF",0.0284,"Dairy",153.434,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1378.206,8.93,0.0284
"6360","FDW57",8.31,"Regular",0.1163,"Snack_Foods",176.9028,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",3010.7476,8.31,0.1163
"6361","FDM34",19,"LF",0.1129,"Snack_Foods",131.0626,"OUT010",1998,"Small","Tier_3","Grocery_Store",524.6504,19,0.1129
"6362","FDZ39",19.7,"Regular",0.0179,"Meat",103.499,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",1547.985,NA,0.0179
"6363","FDU28",19.2,"Regular",0.1644,"Frozen_Foods",188.4214,"OUT019",1985,"Small","Tier_1","Grocery_Store",376.8428,NA,0.1644
"6364","FDQ27",5.19,"Regular",0.0443,"Meat",102.599,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1651.184,5.19,0.0443
"6365","FDQ52",17,"LF",0.1201,"Frozen_Foods",246.5434,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",4470.1812,17,0.1201
"6366","FDT51",11.65,"Regular",0.0109,"Meat",110.8544,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1677.816,11.65,0.0109
"6367","NCI30",20.25,"LF",0.0591,"Household",247.346,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1970.768,20.25,0.0591
"6368","NCX29",10,"LF",0.1492,"Health_and_Hygiene",145.8102,"OUT010",1998,"Small","Tier_3","Grocery_Store",874.8612,10,0.1492
"6369","FDX38",10.5,"Regular",0.0844,"Dairy",49.5376,"OUT019",1985,"Small","Tier_1","Grocery_Store",143.8128,NA,0.0844
"6370","FDO08",11.1,"Regular",0.0541,"Fruits_and_Vegetables",165.9526,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",2631.2416,11.1,0.0541
"6371","FDM15",11.8,"Regular",0.0577,"Meat",152.6366,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1662.5026,11.8,0.0577
"6372","FDW22",9.695,"Regular",0.0304,"Snack_Foods",221.3114,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",2217.114,9.695,0.0304
"6373","FDT08",13.65,"LF",0.0495,"Fruits_and_Vegetables",151.505,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",2846.295,13.65,0.0495
"6374","FDS32",17.75,"Regular",0.0297,"Fruits_and_Vegetables",140.5838,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2669.1922,17.75,0.0297
"6375","NCI06",11.3,"LF",0.0479,"Household",179.866,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1258.362,11.3,0.0479
"6376","FDR21",19.7,"LF",0.0666,"Snack_Foods",178.237,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",3705.177,NA,0.0666
"6377","FDD05",19.35,"LF",0.0166,"Frozen_Foods",122.0098,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2651.2156,19.35,0.0166
"6378","FDZ02",6.905,"Regular",0.0382,"Dairy",99.8726,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",587.2356,6.905,0.0382
"6379","FDH47",13.5,"Regular",0.129,"Starchy_Foods",98.4068,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1846.9292,13.5,0.129
"6380","FDM58",16.85,"Regular",0.0801,"Snack_Foods",111.4544,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",2013.3792,16.85,0.0801
"6381","FDG09",20.6,"Regular",0.048,"Fruits_and_Vegetables",188.2556,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",3755.112,20.6,0.048
"6382","FDO27",6.175,"Regular",0.1794,"Meat",94.1752,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",575.2512,6.175,0.1794
"6383","FDI41",18.5,"Regular",0.0625,"Frozen_Foods",146.8418,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",2059.9852,18.5,0.0625
"6384","FDK34",13.35,"LF",0.0385,"Snack_Foods",236.8564,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",5005.4844,13.35,0.0385
"6385","NCX54",9.195,"LF",0.0478,"Household",105.3622,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",3387.5904,NA,0.0478
"6386","FDL14",8.115,"Regular",0.0322,"Canned",154.9972,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",3739.1328,8.115,0.0322
"6387","FDA13",15.85,"LF",0.0789,"Canned",37.4506,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",303.6048,15.85,0.0789
"6388","FDS11",7.05,"Regular",0.0973,"Breads",223.9088,"OUT019",1985,"Small","Tier_1","Grocery_Store",223.7088,NA,0.0973
"6389","FDT43",16.35,"LF",0.0207,"Fruits_and_Vegetables",50.8324,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1298.31,16.35,0.0207
"6390","FDR07",NA,"LF",0.0781,"Fruits_and_Vegetables",96.0094,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",380.8376,21.35,0.0781
"6391","FDF41",12.15,"LF",0.1317,"Frozen_Foods",245.846,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",4434.228,12.15,0.1317
"6392","DRM23",16.6,"LF",0.1359,"Hard_Drinks",172.0422,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",2586.633,16.6,0.1359
"6393","FDO52",11.6,"Regular",0.0775,"Frozen_Foods",170.3106,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",4277.765,11.6,0.0775
"6394","FDD10",20.6,"Regular",0.0461,"Snack_Foods",178.2344,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1070.6064,20.6,0.0461
"6395","FDN38",6.615,"Regular",0.161,"Canned",251.2408,"OUT019",1985,"Small","Tier_1","Grocery_Store",1001.3632,NA,0.161
"6396","FDE17",20.1,"Regular",0.0545,"Frozen_Foods",149.5366,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2871.5954,20.1,0.0545
"6397","FDZ03",13.65,"Regular",20.25,"Dairy",186.024,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",4287.752,13.65,0
"6398","FDD03",13.3,"LF",0.0803,"Dairy",232.63,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1864.24,13.3,0.0803
"6399","NCW18",15.1,"LF",0.059,"Household",237.7248,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2607.2728,NA,0.059
"6400","DRG36",14.15,"LF",0.0949,"Soft_Drinks",172.3106,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",4277.765,NA,0.0949
"6401","FDT43",16.35,"LF",0.0344,"Fruits_and_Vegetables",50.8324,"OUT010",1998,"Small","Tier_3","Grocery_Store",155.7972,16.35,0.0344
"6402","NCU17",5.32,"LF",0.0933,"Health_and_Hygiene",100.9674,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1222.4088,5.32,0.0933
"6403","FDH50",15,"Regular",0.1614,"Canned",185.1266,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2766.399,15,0.1614
"6404","FDU57",8.27,"Regular",0.0895,"Snack_Foods",148.6708,"OUT013",1987,"High","Tier_3","Supermarket_Type1",2106.5912,8.27,0.0895
"6405","FDA56",9.21,"LF",0.0087,"Fruits_and_Vegetables",123.5414,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",4508.1318,NA,0.0087
"6406","FDZ15",13.1,"LF",0.021,"Dairy",117.7782,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1191.782,13.1,0.021
"6407","FDY51",12.5,"LF",0.0813,"Meat",221.7798,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",3085.3172,12.5,0.0813
"6408","DRF03",19.1,"LF",0.0453,"Dairy",42.5138,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",649.8208,19.1,0.0453
"6409","NCV06",11.3,"LF",0.0671,"Household",194.0478,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",3293.7126,11.3,0.0671
"6410","FDA21",13.65,"LF",0.0359,"Snack_Foods",184.4924,"OUT013",1987,"High","Tier_3","Supermarket_Type1",9069.5276,13.65,0.0359
"6411","NCQ53",17.6,"LF",0.0188,"Health_and_Hygiene",235.259,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",5672.616,NA,0.0188
"6412","NCO29",11.15,"LF",0.0321,"Health_and_Hygiene",164.1526,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2960.1468,NA,0.0321
"6413","FDT26",18.85,"Regular",0.0682,"Dairy",121.044,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1557.972,18.85,0.0682
"6414","FDI21",5.59,"Regular",0.0566,"Snack_Foods",65.0168,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",447.4176,5.59,0.0566
"6415","NCI55",18.6,"LF",0.0126,"Household",119.8414,"OUT013",1987,"High","Tier_3","Supermarket_Type1",365.5242,18.6,0.0126
"6416","FDZ04",9.31,"LF",0.0635,"Frozen_Foods",63.751,"OUT010",1998,"Small","Tier_3","Grocery_Store",126.502,9.31,0.0635
"6417","FDL27",6.17,"LF",0.0106,"Meat",65.9826,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1162.4868,6.17,0.0106
"6418","FDS45",5.175,"Regular",0.0295,"Snack_Foods",107.6622,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",2858.2794,5.175,0.0295
"6419","NCG43",20.2,"LF",0.13,"Household",93.0462,"OUT019",1985,"Small","Tier_1","Grocery_Store",185.0924,NA,0.13
"6420","FDU28",19.2,"Regular",0.0943,"Frozen_Foods",187.5214,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1695.7926,19.2,0.0943
"6421","FDO20",12.85,"Regular",0.152,"Fruits_and_Vegetables",252.3382,"OUT013",1987,"High","Tier_3","Supermarket_Type1",6056.1168,12.85,0.152
"6422","NCG55",16.25,"LF",0.0391,"Household",116.0176,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1488.7288,16.25,0.0391
"6423","NCM42",6.13,"LF",0.0285,"Household",110.4912,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1310.2944,6.13,0.0285
"6424","NCG07",12.3,"LF",0.0527,"Household",189.653,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",569.259,12.3,0.0527
"6425","NCQ29",12,"LF",0.1825,"Health_and_Hygiene",258.8278,"OUT019",1985,"Small","Tier_1","Grocery_Store",1041.3112,NA,0.1825
"6426","NCV05",10.1,"LF",0.0506,"Health_and_Hygiene",153.3656,"OUT010",1998,"Small","Tier_3","Grocery_Store",463.3968,10.1,0.0506
"6427","NCO02",11.15,"LF",0.0737,"Others",66.2142,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",131.8284,11.15,0.0737
"6428","FDH19",19.35,"LF",0.0332,"Meat",172.0738,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",3301.7022,19.35,0.0332
"6429","DRG13",17.25,"LF",0.0374,"Soft_Drinks",165.6526,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1808.9786,17.25,0.0374
"6430","FDI57",19.85,"LF",0.054,"Seafood",196.3768,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",4138.6128,19.85,0.054
"6431","FDX51",9.5,"Regular",0.0221,"Meat",194.7452,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1370.2164,9.5,0.0221
"6432","FDW33",9.395,"LF",0.0993,"Snack_Foods",104.528,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",852.224,9.395,0.0993
"6433","DRE12",4.59,"LF",0.0707,"Soft_Drinks",113.286,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1471.418,4.59,0.0707
"6434","FDY31",5.98,"LF",0.0436,"Fruits_and_Vegetables",148.2418,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",2354.2688,5.98,0.0436
"6435","FDR31",6.46,"Regular",0.0492,"Fruits_and_Vegetables",144.4102,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",4374.306,6.46,0.0492
"6436","FDS55",7.02,"LF",0.0811,"Fruits_and_Vegetables",146.8734,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",3563.3616,7.02,0.0811
"6437","DRL60",8.52,"LF",0.0271,"Soft_Drinks",151.5682,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",3506.7686,8.52,0.0271
"6438","FDW55",12.6,"Regular",0.0368,"Fruits_and_Vegetables",250.3092,"OUT010",1998,"Small","Tier_3","Grocery_Store",249.0092,12.6,0.0368
"6439","FDT11",5.94,"Regular",0.0492,"Breads",186.4556,"OUT010",1998,"Small","Tier_3","Grocery_Store",563.2668,5.94,0.0492
"6440","FDO50",16.25,"LF",0.0782,"Canned",91.3804,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1653.8472,16.25,0.0782
"6441","FDD28",10.695,"LF",0.0534,"Frozen_Foods",56.7904,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1113.2176,10.695,0.0534
